"","Date","ID","Breed","Sex","BirthDate","Age","Weight"
"17328",2019-06-19,44,"composite","male",2019-01-04,167,233.03
"17329",2019-06-19,49,"composite","male",2018-12-24,178,239.4
"17330",2019-06-19,57,"composite","female",2018-09-12,281,236.9
"17331",2019-06-19,56,"composite","female",2018-09-11,282,236.9
"17332",2019-06-19,12,"Belmont Red","female",2018-12-27,175,209.1
"17333",2019-06-19,8,"Belmont Red","male",2018-11-05,227,247.24
"17334",2019-06-19,11,"Belmont Red","female",2018-10-24,239,218.68
"17335",2019-06-19,42,"composite","male",2018-10-31,232,245.16
"17336",2019-06-19,53,"composite","female",2018-10-09,254,222.3
"17337",2019-06-19,21,"Brahman","male",2018-09-18,275,224.4
"17338",2019-06-19,18,"Belmont Red","female",2018-12-12,190,209.1
"17339",2019-06-19,58,"composite","female",2018-09-11,282,236.9
"17340",2019-06-19,4,"Belmont Red","male",2018-10-24,239,247.56
"17341",2019-06-20,46,"composite","male",2018-11-25,208,244.84
"17342",2019-06-20,34,"Brahman","female",2018-09-26,268,232.49
"17343",2019-06-20,16,"Belmont Red","female",2018-10-17,247,223.75
"17344",2019-06-20,31,"Brahman","female",2018-09-11,283,240.55
"17345",2019-06-20,28,"Brahman","male",2018-12-16,187,238.24
"17346",2019-06-20,40,"Brahman","female",2018-11-15,218,221.75
"17347",2019-06-20,24,"Brahman","male",2018-09-04,290,202.68
"17348",2019-06-20,39,"Brahman","female",2018-10-20,244,225.24
"17349",2019-06-20,25,"Brahman","male",2018-12-27,176,232.8
"17350",2019-06-20,5,"Belmont Red","male",2018-12-02,201,235.55
"17351",2019-06-20,51,"composite","female",2018-11-17,216,215.03
"17352",2019-06-20,49,"composite","male",2018-12-24,179,244.84
"17353",2019-06-20,22,"Brahman","male",2018-09-26,268,231.87
"17354",2019-06-20,27,"Brahman","male",2018-09-22,272,224.4
"17355",2019-06-20,15,"Belmont Red","female",2019-01-17,155,193.31
"17356",2019-06-20,4,"Belmont Red","male",2018-10-24,240,247.56
"17357",2019-06-20,26,"Brahman","male",2018-12-31,172,232.8
"17358",2019-06-20,2,"Belmont Red","male",2018-10-22,242,247.56
"17359",2019-06-20,37,"Brahman","female",2019-01-03,169,212.64
"17360",2019-06-20,47,"composite","male",2019-01-29,143,193.1
"17361",2019-06-20,57,"composite","female",2018-09-12,282,236.9
"17362",2019-06-20,8,"Belmont Red","male",2018-11-05,228,247.24
"17363",2019-06-20,23,"Brahman","male",2018-09-17,277,225.55
"17364",2019-06-20,1,"Belmont Red","male",2018-12-28,175,229.16
"17365",2019-06-20,35,"Brahman","female",2019-01-08,164,201.85
"17366",2019-06-20,59,"composite","female",2018-11-14,219,215.03
"17367",2019-06-20,41,"composite","male",2019-01-24,148,208.16
"17368",2019-06-20,32,"Brahman","female",2018-12-20,183,212.99
"17369",2019-06-20,20,"Belmont Red","female",2019-01-05,167,205.98
"17370",2019-06-20,29,"Brahman","male",2019-01-30,142,181.35
"17371",2019-06-20,18,"Belmont Red","female",2018-12-12,191,209.1
"17372",2019-06-20,3,"Belmont Red","male",2018-09-26,268,228.23
"17373",2019-06-20,54,"composite","female",2018-09-28,266,227.8
"17374",2019-06-20,36,"Brahman","female",2018-12-14,189,212.99
"17375",2019-06-20,21,"Brahman","male",2018-09-18,276,224.4
"17376",2019-06-20,50,"composite","male",2018-12-24,179,244.84
"17377",2019-06-20,17,"Belmont Red","female",2019-01-29,143,164.34
"17378",2019-06-20,44,"composite","male",2019-01-04,168,233.03
"17379",2019-06-20,13,"Belmont Red","female",2019-01-08,164,197.96
"17380",2019-06-20,7,"Belmont Red","male",2018-11-08,225,247.24
"17381",2019-06-20,19,"Belmont Red","female",2018-11-03,230,217.86
"17382",2019-06-20,42,"composite","male",2018-10-31,233,245.16
"17383",2019-06-20,11,"Belmont Red","female",2018-10-24,240,218.68
"17384",2019-06-20,55,"composite","female",2018-09-26,268,227.8
"17385",2019-06-20,6,"Belmont Red","male",2019-01-15,157,209.87
"17386",2019-06-20,53,"composite","female",2018-10-09,255,222.3
"17387",2019-06-20,12,"Belmont Red","female",2018-12-27,176,209.1
"17388",2019-06-20,33,"Brahman","female",2018-11-17,216,221.75
"17389",2019-06-20,58,"composite","female",2018-09-11,283,236.9
"17390",2019-06-20,48,"composite","male",2019-01-25,147,208.16
"17391",2019-06-20,45,"composite","male",2018-12-16,187,244.84
"17392",2019-06-20,9,"Belmont Red","male",2019-01-13,159,215.53
"17393",2019-06-20,30,"Brahman","male",2018-12-11,192,238.24
"17394",2019-06-20,38,"Brahman","female",2018-11-07,226,221.75
"17395",2019-06-20,14,"Belmont Red","female",2018-09-05,289,217.81
"17396",2019-06-20,60,"composite","female",2018-10-27,237,215.84
"17397",2019-06-20,10,"Belmont Red","male",2018-12-17,186,234.6
"17398",2019-06-20,56,"composite","female",2018-09-11,283,236.9
"17399",2019-06-20,52,"composite","female",2018-10-07,257,222.3
"17400",2019-06-20,43,"composite","male",2019-01-26,146,208.16
"17401",2019-06-21,50,"composite","male",2018-12-24,180,244.84
"17402",2019-06-21,28,"Brahman","male",2018-12-16,188,238.24
"17403",2019-06-21,39,"Brahman","female",2018-10-20,245,225.24
"17404",2019-06-21,60,"composite","female",2018-10-27,238,215.84
"17405",2019-06-21,2,"Belmont Red","male",2018-10-22,243,248
"17406",2019-06-21,47,"composite","male",2019-01-29,144,200.41
"17407",2019-06-21,41,"composite","male",2019-01-24,149,211.68
"17408",2019-06-21,33,"Brahman","female",2018-11-17,217,221.75
"17409",2019-06-21,30,"Brahman","male",2018-12-11,193,238.24
"17410",2019-06-21,7,"Belmont Red","male",2018-11-08,226,247.24
"17411",2019-06-21,25,"Brahman","male",2018-12-27,177,232.8
"17412",2019-06-21,38,"Brahman","female",2018-11-07,227,221.75
"17413",2019-06-21,11,"Belmont Red","female",2018-10-24,241,218.68
"17414",2019-06-21,56,"composite","female",2018-09-11,284,236.9
"17415",2019-06-21,51,"composite","female",2018-11-17,217,215.03
"17416",2019-06-21,37,"Brahman","female",2019-01-03,170,212.64
"17417",2019-06-21,6,"Belmont Red","male",2019-01-15,158,209.87
"17418",2019-06-21,16,"Belmont Red","female",2018-10-17,248,223.75
"17419",2019-06-21,5,"Belmont Red","male",2018-12-02,202,235.55
"17420",2019-06-21,57,"composite","female",2018-09-12,283,236.9
"17421",2019-06-21,3,"Belmont Red","male",2018-09-26,269,228.23
"17422",2019-06-21,54,"composite","female",2018-09-28,267,227.8
"17423",2019-06-21,4,"Belmont Red","male",2018-10-24,241,247.56
"17424",2019-06-21,26,"Brahman","male",2018-12-31,173,232.8
"17425",2019-06-21,24,"Brahman","male",2018-09-04,291,202.68
"17426",2019-06-21,44,"composite","male",2019-01-04,169,233
"17427",2019-06-21,43,"composite","male",2019-01-26,147,208.16
"17428",2019-06-21,31,"Brahman","female",2018-09-11,284,240.55
"17429",2019-06-21,10,"Belmont Red","male",2018-12-17,187,234.6
"17430",2019-06-21,49,"composite","male",2018-12-24,180,244.84
"17431",2019-06-21,52,"composite","female",2018-10-07,258,223.15
"17432",2019-06-21,59,"composite","female",2018-11-14,220,215.03
"17433",2019-06-21,23,"Brahman","male",2018-09-17,278,225.55
"17434",2019-06-21,48,"composite","male",2019-01-25,148,208.16
"17435",2019-06-21,29,"Brahman","male",2019-01-30,143,187.37
"17436",2019-06-21,8,"Belmont Red","male",2018-11-05,229,247.24
"17437",2019-06-21,53,"composite","female",2018-10-09,256,222.3
"17438",2019-06-21,9,"Belmont Red","male",2019-01-13,160,215.53
"17439",2019-06-21,12,"Belmont Red","female",2018-12-27,177,209.1
"17440",2019-06-21,18,"Belmont Red","female",2018-12-12,192,209.1
"17441",2019-06-21,13,"Belmont Red","female",2019-01-08,165,202.98
"17442",2019-06-21,15,"Belmont Red","female",2019-01-17,156,193.31
"17443",2019-06-21,40,"Brahman","female",2018-11-15,219,221.75
"17444",2019-06-21,45,"composite","male",2018-12-16,188,244.84
"17445",2019-06-21,58,"composite","female",2018-09-11,284,236.9
"17446",2019-06-21,1,"Belmont Red","male",2018-12-28,176,229.16
"17447",2019-06-21,17,"Belmont Red","female",2019-01-29,144,171.64
"17448",2019-06-21,46,"composite","male",2018-11-25,209,244.84
"17449",2019-06-21,20,"Belmont Red","female",2019-01-05,168,205.98
"17450",2019-06-21,21,"Brahman","male",2018-09-18,277,225.55
"17451",2019-06-21,14,"Belmont Red","female",2018-09-05,290,217.81
"17452",2019-06-21,55,"composite","female",2018-09-26,269,227.8
"17453",2019-06-21,35,"Brahman","female",2019-01-08,165,206.87
"17454",2019-06-21,27,"Brahman","male",2018-09-22,273,224.4
"17455",2019-06-21,22,"Brahman","male",2018-09-26,269,231.87
"17456",2019-06-21,42,"composite","male",2018-10-31,234,245.16
"17457",2019-06-21,36,"Brahman","female",2018-12-14,190,212.99
"17458",2019-06-21,34,"Brahman","female",2018-09-26,269,232.49
"17459",2019-06-21,19,"Belmont Red","female",2018-11-03,231,218.68
"17460",2019-06-21,32,"Brahman","female",2018-12-20,184,212.99
"17461",2019-06-22,12,"Belmont Red","female",2018-12-27,178,209.1
"17462",2019-06-22,54,"composite","female",2018-09-28,268,227.8
"17463",2019-06-22,53,"composite","female",2018-10-09,257,222.3
"17464",2019-06-22,20,"Belmont Red","female",2019-01-05,169,208.75
"17465",2019-06-22,37,"Brahman","female",2019-01-03,171,212.64
"17466",2019-06-22,19,"Belmont Red","female",2018-11-03,232,218.68
"17467",2019-06-22,42,"composite","male",2018-10-31,235,245.16
"17468",2019-06-22,39,"Brahman","female",2018-10-20,246,225.24
"17469",2019-06-22,2,"Belmont Red","male",2018-10-22,244,248
"17470",2019-06-22,17,"Belmont Red","female",2019-01-29,145,181.42
"17471",2019-06-22,21,"Brahman","male",2018-09-18,278,225.55
"17472",2019-06-22,28,"Brahman","male",2018-12-16,189,238.24
"17473",2019-06-22,38,"Brahman","female",2018-11-07,228,221.75
"17474",2019-06-22,34,"Brahman","female",2018-09-26,270,233.48
"17475",2019-06-22,3,"Belmont Red","male",2018-09-26,270,225.36
"17476",2019-06-22,41,"composite","male",2019-01-24,150,211.68
"17477",2019-06-22,55,"composite","female",2018-09-26,270,229.28
"17478",2019-06-22,5,"Belmont Red","male",2018-12-02,203,238.67
"17479",2019-06-22,14,"Belmont Red","female",2018-09-05,291,217.81
"17480",2019-06-22,22,"Brahman","male",2018-09-26,270,229
"17481",2019-06-22,30,"Brahman","male",2018-12-11,194,238.24
"17482",2019-06-22,47,"composite","male",2019-01-29,145,208.16
"17483",2019-06-22,46,"composite","male",2018-11-25,210,244.84
"17484",2019-06-22,13,"Belmont Red","female",2019-01-08,166,202.98
"17485",2019-06-22,40,"Brahman","female",2018-11-15,220,221.75
"17486",2019-06-22,26,"Brahman","male",2018-12-31,174,232.8
"17487",2019-06-22,57,"composite","female",2018-09-12,284,236.9
"17488",2019-06-22,1,"Belmont Red","male",2018-12-28,177,229.16
"17489",2019-06-22,36,"Brahman","female",2018-12-14,191,212.99
"17490",2019-06-22,56,"composite","female",2018-09-11,285,236.9
"17491",2019-06-22,60,"composite","female",2018-10-27,239,215.84
"17492",2019-06-22,9,"Belmont Red","male",2019-01-13,161,215.53
"17493",2019-06-22,51,"composite","female",2018-11-17,218,215.03
"17494",2019-06-22,11,"Belmont Red","female",2018-10-24,242,218.68
"17495",2019-06-22,27,"Brahman","male",2018-09-22,274,224.4
"17496",2019-06-22,32,"Brahman","female",2018-12-20,185,212.99
"17497",2019-06-22,44,"composite","male",2019-01-04,170,233
"17498",2019-06-22,24,"Brahman","male",2018-09-04,292,202.68
"17499",2019-06-22,33,"Brahman","female",2018-11-17,218,221.75
"17500",2019-06-22,6,"Belmont Red","male",2019-01-15,159,215.53
"17501",2019-06-22,31,"Brahman","female",2018-09-11,285,231.03
"17502",2019-06-22,7,"Belmont Red","male",2018-11-08,227,247.24
"17503",2019-06-22,59,"composite","female",2018-11-14,221,215.03
"17504",2019-06-22,18,"Belmont Red","female",2018-12-12,193,209.1
"17505",2019-06-22,16,"Belmont Red","female",2018-10-17,249,223.75
"17506",2019-06-22,45,"composite","male",2018-12-16,189,244.84
"17507",2019-06-22,15,"Belmont Red","female",2019-01-17,157,193.31
"17508",2019-06-22,29,"Brahman","male",2019-01-30,144,194.68
"17509",2019-06-22,43,"composite","male",2019-01-26,148,208.16
"17510",2019-06-22,23,"Brahman","male",2018-09-17,279,225.55
"17511",2019-06-22,50,"composite","male",2018-12-24,181,244.84
"17512",2019-06-22,35,"Brahman","female",2019-01-08,166,206.87
"17513",2019-06-22,8,"Belmont Red","male",2018-11-05,230,247.24
"17514",2019-06-22,10,"Belmont Red","male",2018-12-17,188,234.6
"17515",2019-06-22,52,"composite","female",2018-10-07,259,223.15
"17516",2019-06-22,4,"Belmont Red","male",2018-10-24,242,247.56
"17517",2019-06-22,25,"Brahman","male",2018-12-27,178,232.8
"17518",2019-06-22,49,"composite","male",2018-12-24,181,244.84
"17519",2019-06-22,48,"composite","male",2019-01-25,149,211.68
"17520",2019-06-22,58,"composite","female",2018-09-11,285,236.9
"17521",2019-06-23,31,"Brahman","female",2018-09-11,286,221.12
"17522",2019-06-23,57,"composite","female",2018-09-12,285,236.9
"17523",2019-06-23,26,"Brahman","male",2018-12-31,175,232.8
"17524",2019-06-23,4,"Belmont Red","male",2018-10-24,243,248
"17525",2019-06-23,46,"composite","male",2018-11-25,211,244.84
"17526",2019-06-23,56,"composite","female",2018-09-11,286,236.9
"17527",2019-06-23,52,"composite","female",2018-10-07,260,223.15
"17528",2019-06-23,5,"Belmont Red","male",2018-12-02,204,238.67
"17529",2019-06-23,24,"Brahman","male",2018-09-04,293,202.68
"17530",2019-06-23,12,"Belmont Red","female",2018-12-27,179,209.1
"17531",2019-06-23,38,"Brahman","female",2018-11-07,229,221.75
"17532",2019-06-23,40,"Brahman","female",2018-11-15,221,221.75
"17533",2019-06-23,53,"composite","female",2018-10-09,258,223.15
"17534",2019-06-23,33,"Brahman","female",2018-11-17,219,221.75
"17535",2019-06-23,15,"Belmont Red","female",2019-01-17,158,193.31
"17536",2019-06-23,18,"Belmont Red","female",2018-12-12,194,209.1
"17537",2019-06-23,55,"composite","female",2018-09-26,271,230.69
"17538",2019-06-23,39,"Brahman","female",2018-10-20,247,227.63
"17539",2019-06-23,54,"composite","female",2018-09-28,269,227.8
"17540",2019-06-23,27,"Brahman","male",2018-09-22,275,224.4
"17541",2019-06-23,1,"Belmont Red","male",2018-12-28,178,229.16
"17542",2019-06-23,60,"composite","female",2018-10-27,240,215.84
"17543",2019-06-23,41,"composite","male",2019-01-24,151,214.49
"17544",2019-06-23,10,"Belmont Red","male",2018-12-17,189,234.6
"17545",2019-06-23,50,"composite","male",2018-12-24,182,244.84
"17546",2019-06-23,19,"Belmont Red","female",2018-11-03,233,218.68
"17547",2019-06-23,51,"composite","female",2018-11-17,219,215.03
"17548",2019-06-23,7,"Belmont Red","male",2018-11-08,228,247.24
"17549",2019-06-23,2,"Belmont Red","male",2018-10-22,245,248
"17550",2019-06-23,9,"Belmont Red","male",2019-01-13,162,215.53
"17551",2019-06-23,36,"Brahman","female",2018-12-14,192,212.99
"17552",2019-06-23,8,"Belmont Red","male",2018-11-05,231,247.56
"17553",2019-06-23,47,"composite","male",2019-01-29,146,208.16
"17554",2019-06-23,44,"composite","male",2019-01-04,171,236.66
"17555",2019-06-23,42,"composite","male",2018-10-31,236,245.16
"17556",2019-06-23,34,"Brahman","female",2018-09-26,271,234.89
"17557",2019-06-23,13,"Belmont Red","female",2019-01-08,167,205.98
"17558",2019-06-23,11,"Belmont Red","female",2018-10-24,243,219.11
"17559",2019-06-23,30,"Brahman","male",2018-12-11,195,238.24
"17560",2019-06-23,16,"Belmont Red","female",2018-10-17,250,223.75
"17561",2019-06-23,6,"Belmont Red","male",2019-01-15,160,215.53
"17562",2019-06-23,59,"composite","female",2018-11-14,222,215.03
"17563",2019-06-23,25,"Brahman","male",2018-12-27,179,238.24
"17564",2019-06-23,28,"Brahman","male",2018-12-16,190,238.24
"17565",2019-06-23,45,"composite","male",2018-12-16,190,244.84
"17566",2019-06-23,48,"composite","male",2019-01-25,150,211.68
"17567",2019-06-23,23,"Brahman","male",2018-09-17,280,227.29
"17568",2019-06-23,29,"Brahman","male",2019-01-30,145,202.43
"17569",2019-06-23,58,"composite","female",2018-09-11,286,236.9
"17570",2019-06-23,3,"Belmont Red","male",2018-09-26,271,220.76
"17571",2019-06-23,43,"composite","male",2019-01-26,149,211.68
"17572",2019-06-23,22,"Brahman","male",2018-09-26,271,224.4
"17573",2019-06-23,32,"Brahman","female",2018-12-20,186,212.99
"17574",2019-06-23,17,"Belmont Red","female",2019-01-29,146,181.42
"17575",2019-06-23,37,"Brahman","female",2019-01-03,172,212.99
"17576",2019-06-23,49,"composite","male",2018-12-24,182,244.84
"17577",2019-06-23,21,"Brahman","male",2018-09-18,279,225.55
"17578",2019-06-23,14,"Belmont Red","female",2018-09-05,292,217.81
"17579",2019-06-23,35,"Brahman","female",2019-01-08,167,209.87
"17580",2019-06-23,20,"Belmont Red","female",2019-01-05,170,208.75
"17581",2019-06-24,54,"composite","female",2018-09-28,270,229.28
"17582",2019-06-24,57,"composite","female",2018-09-12,286,236.9
"17583",2019-06-24,46,"composite","male",2018-11-25,212,244.84
"17584",2019-06-24,28,"Brahman","male",2018-12-16,191,238.24
"17585",2019-06-24,21,"Brahman","male",2018-09-18,280,227.29
"17586",2019-06-24,40,"Brahman","female",2018-11-15,222,221.75
"17587",2019-06-24,51,"composite","female",2018-11-17,220,215.03
"17588",2019-06-24,47,"composite","male",2019-01-29,147,208.16
"17589",2019-06-24,7,"Belmont Red","male",2018-11-08,229,247.24
"17590",2019-06-24,19,"Belmont Red","female",2018-11-03,234,218.68
"17591",2019-06-24,27,"Brahman","male",2018-09-22,276,224.4
"17592",2019-06-24,42,"composite","male",2018-10-31,237,245.16
"17593",2019-06-24,39,"Brahman","female",2018-10-20,248,227.63
"17594",2019-06-24,55,"composite","female",2018-09-26,272,230.69
"17595",2019-06-24,44,"composite","male",2019-01-04,172,239.4
"17596",2019-06-24,30,"Brahman","male",2018-12-11,196,238.24
"17597",2019-06-24,32,"Brahman","female",2018-12-20,187,212.99
"17598",2019-06-24,18,"Belmont Red","female",2018-12-12,195,209.1
"17599",2019-06-24,17,"Belmont Red","female",2019-01-29,147,181.42
"17600",2019-06-24,43,"composite","male",2019-01-26,150,211.68
"17601",2019-06-24,26,"Brahman","male",2018-12-31,176,232.8
"17602",2019-06-24,52,"composite","female",2018-10-07,261,223.15
"17603",2019-06-24,56,"composite","female",2018-09-11,287,236.9
"17604",2019-06-24,13,"Belmont Red","female",2019-01-08,168,205.98
"17605",2019-06-24,20,"Belmont Red","female",2019-01-05,171,208.75
"17606",2019-06-24,23,"Brahman","male",2018-09-17,281,229.03
"17607",2019-06-24,10,"Belmont Red","male",2018-12-17,190,234.6
"17608",2019-06-24,24,"Brahman","male",2018-09-04,294,202.68
"17609",2019-06-24,37,"Brahman","female",2019-01-03,173,212.99
"17610",2019-06-24,36,"Brahman","female",2018-12-14,193,212.99
"17611",2019-06-24,6,"Belmont Red","male",2019-01-15,161,215.53
"17612",2019-06-24,9,"Belmont Red","male",2019-01-13,163,215.53
"17613",2019-06-24,45,"composite","male",2018-12-16,191,244.84
"17614",2019-06-24,12,"Belmont Red","female",2018-12-27,180,209.1
"17615",2019-06-24,34,"Brahman","female",2018-09-26,272,234.89
"17616",2019-06-24,31,"Brahman","female",2018-09-11,287,221.12
"17617",2019-06-24,14,"Belmont Red","female",2018-09-05,293,217.81
"17618",2019-06-24,1,"Belmont Red","male",2018-12-28,179,234.6
"17619",2019-06-24,48,"composite","male",2019-01-25,151,214.49
"17620",2019-06-24,29,"Brahman","male",2019-01-30,146,202.43
"17621",2019-06-24,16,"Belmont Red","female",2018-10-17,251,223.75
"17622",2019-06-24,50,"composite","male",2018-12-24,183,244.84
"17623",2019-06-24,8,"Belmont Red","male",2018-11-05,232,247.56
"17624",2019-06-24,4,"Belmont Red","male",2018-10-24,244,248
"17625",2019-06-24,59,"composite","female",2018-11-14,223,215.03
"17626",2019-06-24,58,"composite","female",2018-09-11,287,236.9
"17627",2019-06-24,11,"Belmont Red","female",2018-10-24,244,221.36
"17628",2019-06-24,53,"composite","female",2018-10-09,259,223.15
"17629",2019-06-24,60,"composite","female",2018-10-27,241,215.84
"17630",2019-06-24,5,"Belmont Red","male",2018-12-02,205,238.67
"17631",2019-06-24,35,"Brahman","female",2019-01-08,168,209.87
"17632",2019-06-24,25,"Brahman","male",2018-12-27,180,238.24
"17633",2019-06-24,33,"Brahman","female",2018-11-17,220,221.75
"17634",2019-06-24,41,"composite","male",2019-01-24,152,218.51
"17635",2019-06-24,49,"composite","male",2018-12-24,183,244.84
"17636",2019-06-24,2,"Belmont Red","male",2018-10-22,246,248
"17637",2019-06-24,22,"Brahman","male",2018-09-26,272,224.4
"17638",2019-06-24,3,"Belmont Red","male",2018-09-26,272,220.76
"17639",2019-06-24,15,"Belmont Red","female",2019-01-17,159,197.96
"17640",2019-06-24,38,"Brahman","female",2018-11-07,230,221.75
"17641",2019-06-25,5,"Belmont Red","male",2018-12-02,206,238.67
"17642",2019-06-25,9,"Belmont Red","male",2019-01-13,164,215.53
"17643",2019-06-25,17,"Belmont Red","female",2019-01-29,148,181.42
"17644",2019-06-25,25,"Brahman","male",2018-12-27,181,238.24
"17645",2019-06-25,13,"Belmont Red","female",2019-01-08,169,208.75
"17646",2019-06-25,53,"composite","female",2018-10-09,260,223.15
"17647",2019-06-25,15,"Belmont Red","female",2019-01-17,160,197.96
"17648",2019-06-25,41,"composite","male",2019-01-24,153,218.51
"17649",2019-06-25,54,"composite","female",2018-09-28,271,230.69
"17650",2019-06-25,57,"composite","female",2018-09-12,287,236.9
"17651",2019-06-25,14,"Belmont Red","female",2018-09-05,294,217.81
"17652",2019-06-25,4,"Belmont Red","male",2018-10-24,245,248
"17653",2019-06-25,45,"composite","male",2018-12-16,192,244.84
"17654",2019-06-25,47,"composite","male",2019-01-29,148,208.16
"17655",2019-06-25,50,"composite","male",2018-12-24,184,244.84
"17656",2019-06-25,49,"composite","male",2018-12-24,184,244.84
"17657",2019-06-25,2,"Belmont Red","male",2018-10-22,247,248
"17658",2019-06-25,37,"Brahman","female",2019-01-03,174,212.99
"17659",2019-06-25,30,"Brahman","male",2018-12-11,197,238.24
"17660",2019-06-25,38,"Brahman","female",2018-11-07,231,222.57
"17661",2019-06-25,60,"composite","female",2018-10-27,242,215.84
"17662",2019-06-25,59,"composite","female",2018-11-14,224,215.03
"17663",2019-06-25,44,"composite","male",2019-01-04,173,239.4
"17664",2019-06-25,7,"Belmont Red","male",2018-11-08,230,247.24
"17665",2019-06-25,21,"Brahman","male",2018-09-18,281,229.03
"17666",2019-06-25,6,"Belmont Red","male",2019-01-15,162,215.53
"17667",2019-06-25,19,"Belmont Red","female",2018-11-03,235,218.68
"17668",2019-06-25,34,"Brahman","female",2018-09-26,273,234.89
"17669",2019-06-25,32,"Brahman","female",2018-12-20,188,212.99
"17670",2019-06-25,55,"composite","female",2018-09-26,273,230.69
"17671",2019-06-25,26,"Brahman","male",2018-12-31,177,232.8
"17672",2019-06-25,1,"Belmont Red","male",2018-12-28,180,234.6
"17673",2019-06-25,58,"composite","female",2018-09-11,288,236.9
"17674",2019-06-25,43,"composite","male",2019-01-26,151,214.49
"17675",2019-06-25,18,"Belmont Red","female",2018-12-12,196,209.1
"17676",2019-06-25,16,"Belmont Red","female",2018-10-17,252,223.75
"17677",2019-06-25,36,"Brahman","female",2018-12-14,194,212.99
"17678",2019-06-25,23,"Brahman","male",2018-09-17,282,229.03
"17679",2019-06-25,56,"composite","female",2018-09-11,288,236.9
"17680",2019-06-25,27,"Brahman","male",2018-09-22,277,225.55
"17681",2019-06-25,8,"Belmont Red","male",2018-11-05,233,247.56
"17682",2019-06-25,31,"Brahman","female",2018-09-11,288,221.12
"17683",2019-06-25,20,"Belmont Red","female",2019-01-05,172,209.1
"17684",2019-06-25,46,"composite","male",2018-11-25,213,244.84
"17685",2019-06-25,40,"Brahman","female",2018-11-15,223,221.75
"17686",2019-06-25,11,"Belmont Red","female",2018-10-24,245,221.36
"17687",2019-06-25,22,"Brahman","male",2018-09-26,273,224.4
"17688",2019-06-25,51,"composite","female",2018-11-17,221,215.03
"17689",2019-06-25,10,"Belmont Red","male",2018-12-17,191,234.6
"17690",2019-06-25,12,"Belmont Red","female",2018-12-27,181,209.1
"17691",2019-06-25,42,"composite","male",2018-10-31,238,245.16
"17692",2019-06-25,29,"Brahman","male",2019-01-30,147,202.43
"17693",2019-06-25,24,"Brahman","male",2018-09-04,295,202.68
"17694",2019-06-25,33,"Brahman","female",2018-11-17,221,221.75
"17695",2019-06-25,35,"Brahman","female",2019-01-08,169,212.64
"17696",2019-06-25,39,"Brahman","female",2018-10-20,249,227.63
"17697",2019-06-25,48,"composite","male",2019-01-25,152,218.51
"17698",2019-06-25,28,"Brahman","male",2018-12-16,192,238.24
"17699",2019-06-25,52,"composite","female",2018-10-07,262,223.15
"17700",2019-06-25,3,"Belmont Red","male",2018-09-26,273,220.76
"17701",2019-06-26,49,"composite","male",2018-12-24,185,244.84
"17702",2019-06-26,39,"Brahman","female",2018-10-20,250,227.63
"17703",2019-06-26,51,"composite","female",2018-11-17,222,215.03
"17704",2019-06-26,48,"composite","male",2019-01-25,153,218.51
"17705",2019-06-26,37,"Brahman","female",2019-01-03,175,212.99
"17706",2019-06-26,34,"Brahman","female",2018-09-26,274,234.89
"17707",2019-06-26,60,"composite","female",2018-10-27,243,216.28
"17708",2019-06-26,36,"Brahman","female",2018-12-14,195,212.99
"17709",2019-06-26,8,"Belmont Red","male",2018-11-05,234,247.56
"17710",2019-06-26,1,"Belmont Red","male",2018-12-28,181,234.6
"17711",2019-06-26,19,"Belmont Red","female",2018-11-03,236,218.68
"17712",2019-06-26,46,"composite","male",2018-11-25,214,244.84
"17713",2019-06-26,47,"composite","male",2019-01-29,149,211.68
"17714",2019-06-26,31,"Brahman","female",2018-09-11,289,221.7
"17715",2019-06-26,57,"composite","female",2018-09-12,288,236.9
"17716",2019-06-26,56,"composite","female",2018-09-11,289,237.49
"17717",2019-06-26,59,"composite","female",2018-11-14,225,215.03
"17718",2019-06-26,22,"Brahman","male",2018-09-26,274,224.4
"17719",2019-06-26,20,"Belmont Red","female",2019-01-05,173,209.1
"17720",2019-06-26,16,"Belmont Red","female",2018-10-17,253,223.75
"17721",2019-06-26,2,"Belmont Red","male",2018-10-22,248,248
"17722",2019-06-26,32,"Brahman","female",2018-12-20,189,212.99
"17723",2019-06-26,14,"Belmont Red","female",2018-09-05,295,217.81
"17724",2019-06-26,43,"composite","male",2019-01-26,152,218.51
"17725",2019-06-26,21,"Brahman","male",2018-09-18,282,229.03
"17726",2019-06-26,4,"Belmont Red","male",2018-10-24,246,248
"17727",2019-06-26,28,"Brahman","male",2018-12-16,193,238.24
"17728",2019-06-26,55,"composite","female",2018-09-26,274,230.69
"17729",2019-06-26,18,"Belmont Red","female",2018-12-12,197,209.1
"17730",2019-06-26,42,"composite","male",2018-10-31,239,245.16
"17731",2019-06-26,44,"composite","male",2019-01-04,174,239.4
"17732",2019-06-26,40,"Brahman","female",2018-11-15,224,221.75
"17733",2019-06-26,24,"Brahman","male",2018-09-04,296,202.68
"17734",2019-06-26,53,"composite","female",2018-10-09,261,223.15
"17735",2019-06-26,30,"Brahman","male",2018-12-11,198,238.24
"17736",2019-06-26,27,"Brahman","male",2018-09-22,278,225.55
"17737",2019-06-26,41,"composite","male",2019-01-24,154,220.6
"17738",2019-06-26,6,"Belmont Red","male",2019-01-15,163,215.53
"17739",2019-06-26,33,"Brahman","female",2018-11-17,222,221.75
